name,lat,lon,category,price_tier,popularity,photo_url,tag_name,tag_tourism,tag_brand,tag_brand:wikidata,tag_shop,tag_amenity,tag_brand:pa,tag_brand:ur,tag_brand:wikipedia,tag_brand:wikipedia:pa,tag_brand:wikipedia:ur,tag_cuisine,tag_name:pa,tag_name:ur,tag_takeaway,tag_address,tag_bar,tag_ramp,tag_addr:city,tag_addr:street,tag_name:mr,tag_addr:district,tag_addr:postcode,tag_air_conditioning,tag_cinema:3D,tag_deaf:description:en,tag_description,tag_drive_in,tag_lift_gate:type,tag_open_air,tag_opening_hours,tag_operator,tag_payment:cash,tag_payment:credit_cards,tag_payment:debit_cards,tag_payment:online_payment,tag_payment:online_wallet,tag_screen,tag_website,tag_wheelchair,tag_wikimedia_commons,tag_delivery,tag_outdoor_seating,tag_source,tag_addr:country,tag_addr:state,tag_internet_access,tag_microbrewery,tag_phone,tag_smoking,tag_atm,tag_addr:housenumber,tag_internet_access:fee,tag_official_name,tag_official_name:pa,tag_official_name:ur,tag_diet:non-vegetarian,tag_diet:vegetarian,tag_place,tag_wikidata,tag_wikipedia,tag_email,tag_ele,tag_payment:app,tag_alt_name,tag_natural,tag_addr:floor,tag_check_date,tag_level,tag_name:en,tag_wifi,tag_drive_through,tag_addr:housename,tag_alt_name:es,tag_alt_name:mr,tag_alt_name:ur,tag_leisure,tag_name:ar,tag_name:azb,tag_name:be,tag_name:el,tag_name:es,tag_name:fa,tag_name:hi,tag_name:hy,tag_name:ja,tag_name:kn,tag_name:ks,tag_name:ml,tag_name:pnb,tag_name:ps,tag_name:ru,tag_name:sr,tag_name:uk,tag_population,tag_brand:ks,tag_contact:facebook,tag_addr:place,tag_check_date:opening_hours,tag_organic,tag_food,tag_castle_type,tag_historic,tag_diet:gluten_free,tag_diet:halal,tag_diet:kosher,tag_diet:vegan,tag_alt_name:en,tag_alt_name:hi,tag_alt_name:pa,tag_alt_name:pnb,tag_brand:en,tag_brand:hi,tag_brand:pnb,tag_museum,tag_operator:type,tag_branch,tag_addr:suburb,tag_diet:lacto_vegetarian,tag_capacity,tag_contact:phone,tag_contact:website,tag_diet:ovo_vegetarian,tag_fixme,tag_rooms,tag_phone_1,tag_name:gu,tag_indoor:level,tag_website:menu,tag_toilets,tag_addr:unit,tag_delivery:partner,tag_contact:instagram,tag_payment:upi,tag_brand:short,tag_payment:online_booking,tag_addr:full,tag_note,tag_payment:american_express,tag_self_service,tag_payment:google_pay,tag_payment:upi_qr,tag_reservation,tag_contact:email,tag_contact:twitter,tag_contact:youtube,tag_dog,tag_diet:chicken,tag_brewery,tag_addr:source,tag_payment:mastercard,tag_payment:visa,tag_start_date,tag_payment:paytm,tag_payment:electronic_purses,tag_access,tag_fee,tag_garden:type,tag_timing,tag_short_name,tag_short_name:ur,tag_covered,tag_diet:meat,tag_opening_hours:covid19,tag_construction,tag_name:etymology:wikidata,tag_internet_access:ssid,tag_payment:coins,tag_theatre:type,tag_currency:rupee,tag_diet:organic,tag_diet:lactose_free,tag_diet:pescetarian,tag_min_age,tag_addr:neighbourhood,tag_building,tag_indoor_seating,tag_addr:building,tag_currency:INR,tag_payment:net_banking,tag_payment:notes,tag_payment:rupay,tag_payment:contactless,tag_survey:date,tag_addr:locality,tag_highchair,tag_diet:seafood,tag_office,tag_payment:cards,tag_payment:apple_pay,tag_payment:pay_later,tag_full_name,tag_full_name:en,tag_not:brand:wikidata,tag_changing_table,tag_payment:maestro,tag_contact:linkedin,tag_contact:pinterest,tag_fast_food,tag_lgbtq,tag_becknified,tag_providerId,tag_outdoor,tag_wheelchair:ramp,tag_diet:fish,tag_diet:local,tag_established,tag_diet:sugar_free,tag_toilets:access,tag_diet:alcohol_free,tag_toilets:wheelchair,tag_mobile,tag_payment:qr_code,tag_entrance,tag_image,tag_loc_name,tag_fax,tag_layer,tag_area,tag_water,tag_building:levels,tag_height,tag_name:etymology:wikipedia,tag_designation,tag_addr:province,tag_landuse,tag_proposed,tag_barrier,tag_payment:mobikwik,tag_payment:phonepe,tag_surface,tag_building:material,tag_roof:levels,tag_roof:shape,tag_reg_name,tag_payment:mobile_wallet,tag_addr:county,tag_building:material:concrete,tag_nohousenumber,tag_diet:plant-based,tag_stroller,tag_diet:fruitarian,tag_diet:raw,tag_leaf_cycle,tag_leaf_type,tag_stars,tag_postal_code,tag_charge,tag_waterway,tag_location,tag_lit,tag_highway,tag_diet:omnivore,tag_addr:neighborhood,tag_building:levels:underground,tag_type,amenity,cuisine,short_name,name_length,popular_flag,category_filled,category_enc,amenity_topk,amen_Unknown,amen_bar,amen_cafe,amen_cinema,amen_fast_food,amen_food_court,amen_pub,amen_restaurant,amen_theatre
Starbucks,18.5224787,73.8411525,cafe,2,0.5,,Starbucks,,Starbucks,Q37158,,cafe,ਸਟਾਰਬਕਸ,اسٹاربکس,en:Starbucks,,,coffee_shop,ਸਟਾਰਬਕਸ,اسٹاربکس,yes,,,,Pune,Gopal Krushna Gokhale Path,स्टारबक्स,Pune,411004,,,,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",,,,Mo-Su 07:00-23:00,,,,,,,,https://www.starbucks.in/,,File:Starbucks Fergusson College.jpg,,no,,,,wlan,,,,,,customers,Starbucks Coffee,ਸਟਾਰਬਕਸ ਕੌਫੀ,اسٹاربکس کافی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,coffee_shop,Starbucks,9,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Subway,18.5215682,73.8411753,fast_food,2,0.4,,Subway,,Subway,Q244457,,fast_food,ਸਬਵੇਅ,سب وے,en:Subway (restaurant),,,sandwich,ਸਬਵੇਅ,سب وے,yes,,,,,,सबवे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,sandwich,Subway,6,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
Haldiram's,18.5213482,73.8412222,fast_food,2,0.4,,Haldiram's,,Haldiram's,Q17054442,,fast_food,,,,,,indian,,,yes,,,,Pune,Gopal Krushna Gokhale Path,,Pune,411004,yes,,,,,,,Mo-Su 08:00-23:00,,,,,,,,https://www.haldirams.com/retail-stores,yes,,,,,,,,,+91 84462 19369;+91 703 000 0146,no,,,,,,,,yes,,,,,,,Haldiram,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FC Road, Pune",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,indian,Haldiram's,10,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
Nandu's Parathas,18.5359384,73.875879,restaurant,2,0.5,,Nandu's Parathas,,,,,restaurant,,,,,,,,,,,,,,,नंदूज पराठाज,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Nandu's Parathas,16,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Maratha Moglai,18.5358201,73.8762411,restaurant,2,0.5,,Maratha Moglai,,,,,restaurant,,,,,,,,,,,,,,,मराठा मोगलाई,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Maratha Moglai,14,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Café Coffee Day,18.5341722,73.8765536,cafe,2,0.5,,Café Coffee Day,,,,,cafe,,,,,,,,,,,,,,,कॅफे कॉफी डे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Caf Coffee Day,15,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Kapila,18.5340845,73.8765697,restaurant,2,0.5,,Kapila,,,,,restaurant,,,,,,,,,,,,,,,कपिला,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Kapila,6,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Oh Live Pune,18.5188022,73.9336618,bar,2,0.5,,Oh Live Pune,,,,,bar,,,,,,,,,,,,,Magarpatta City,Mundhwa Road,,,411028,,,,,,,,Mo-Su 11:00-24:00,,,,,,,,https://ohlive.in,,,,yes,,,,,,+917387953737,outside,,"Shop no.14, First Floor, West Blok",,,,,,,,,,ohlive009@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guinness;various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,Unknown,Oh Live Pune,12,1,bar,1,bar,False,True,False,False,False,False,False,False,False
Cafe Pondi,18.5488623,73.9022208,restaurant,2,0.5,,Cafe Pondi,,,,,restaurant,,,,,,,,,,,,,Pune,"Opposite Joggers Park Entrance, Kalyani Nagar",,,411014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lane 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Cafe Pondi,10,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
360 Degree Adventure,18.5282471,73.7454257,park,2,0.4,,360 Degree Adventure,,,,,,,,,,,,,,,,,,Pune,"Off Mumbai - Bangalore Highway, Near Oxford Golf Resort, Near Nyati Equatorial Bawdhan",,,411021,,,,"Adventure Park with camping and many adventure activities like rappelling, mountain biking, zorbing, archery etc. . Includes a amazing Dog park, with a dog pool, a jungle gym and agility tracks.",,,,24/7,Dharamshi,,,,,,,https://www.360degreeadventure.com/,,,,,,,,,,+91 77963 60360,,,,,,,,,,,,,360degreeadventure@gmail.com,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,360 Degree Adventure,20,0,park,10,Unknown,True,False,False,False,False,False,False,False,False
Kathaa,18.5208204,73.8405007,cafe,2,0.5,,Kathaa,,,,,cafe,,,,,,,,,,,,,,,कथा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Kathaa,6,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Hotel Bhairavee,18.5522414,73.8033262,restaurant,2,0.5,,Hotel Bhairavee,,,,,restaurant,,,,,,chinese;indian,,,,,,,Pune,Varsha Park Road,,,411045,,,,,,,,Su-Sa 12:00-23:30,,,,,,,,,,,,,,,,,,,,,263/2/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/bhairaveehotel,,,,,,,,,,,,,,,,,,,,,Baner,,,+91 20 2729 3999,,,,,,,,,,,,,,,,Near Green Park,,,,,,,,,,,,,https://www.tripadvisor.in/Restaurant_Review-g297654-d2697874-Reviews-Hotel_Bhairavee-Pune_Pune_District_Maharashtra.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,chinese;indian,Hotel Bhairavee,15,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Iron Bar & Grill,18.570359,73.7738338,restaurant,2,0.5,,Iron Bar & Grill,,,,,restaurant,,,,,,,,,yes,,yes,,Pune,Balewadi High Street,,,411045,,,,,,,,12:00-01:30,Innvenue Hospitality Management Pvt. Ltd.,,,,,,,http://www.ironbar.in/,,,yes,yes,,,,,,,outside,,27,,,,,,,,,,,,,,,,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,Zomato;Swiggy,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Iron Bar & Grill,16,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Guptaji Tasty Bites,18.5154534,73.8157991,cafe,2,0.5,,Guptaji Tasty Bites,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Guptaji Tasty Bites,19,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Rolls Mania,18.5151178,73.81544,fast_food,2,0.4,,Rolls Mania,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,Unknown,Rolls Mania,11,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
Community cafe,18.5109027,73.8155399,cafe,2,0.5,,Community cafe,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Community cafe,14,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Kibbeh,18.5607807,73.8111203,fast_food,2,0.4,,Kibbeh,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,Unknown,Kibbeh,6,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
Cafe Delight,18.5151326,73.8154298,cafe,2,0.5,,Cafe Delight,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafe,Unknown,Cafe Delight,12,1,cafe,2,cafe,False,False,True,False,False,False,False,False,False
Om Sai Expresso,18.5127078,73.7821851,restaurant,2,0.5,,Om Sai Expresso,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Om Sai Expresso,15,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Om Sai Snacks and juice center,18.5126834,73.7821774,fast_food,2,0.4,,Om Sai Snacks and juice center,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,Unknown,Om Sai Snacks and juice center,30,0,fast_food,5,fast_food,False,False,False,False,True,False,False,False,False
BALAJI TREATS,18.4669249,73.8146529,restaurant,2,0.5,,BALAJI TREATS,,,,,restaurant,,,,,,regional;indian;chicken,,,yes,,,,"WADGAON BK, PUNE","NEAR PRAYEJA CITY, SINHAGAD ROAD",,,411041,,,,,,,,Mo-Su 10:00-22:00,,,,,,,,,,,yes,yes,,,,,,+91 94230 60606,,,S NO 71/9B,,,,,,yes,,,,balajitreats@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/01/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,regional;indian;chicken,BALAJI TREATS,13,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Jewel Paradise,18.53083,73.8747421,supermarket,2,0.4,,Jewel Paradise,,Gold; Diamond; Silver; Gemstones; Swarovski,,supermarket,,,,,,,,,,,,,,Pune,Tadiwala Road,,,411001,,,,Big on Style.,,,,Mo-Su 12:00-19:00,Pearl Paradise,yes,yes,yes,,,,https://www.jewelparadise.net/,,,,,,,,,,+91 9823779837,,,"11, Sohrab Hall",,,,,,,,,,jewelparadise2012@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Jewel Paradise,14,0,supermarket,13,Unknown,True,False,False,False,False,False,False,False,False
Platinum Super Market,18.555879,73.7667497,supermarket,2,0.4,,Platinum Super Market,,lays; Britania; Cadbury; Amul; Coca Cola; Parle,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Platinum Super Market,21,0,supermarket,13,Unknown,True,False,False,False,False,False,False,False,False
The Urban Foundry,18.5692579,73.7745191,restaurant,2,0.5,,The Urban Foundry,,,,,restaurant,,,,,,,,,yes,,yes,,Pune,Balewadi High Street,,,411045,,,,,,,,Mo-Su 11:30-23:00,,,,,,,,https://theurbanfoundry.dotpe.in/order,,,,yes,,,,,,+918983001155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,The Urban Foundry,17,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Mataji Super Market,18.4600789,73.8272146,supermarket,2,0.4,,Mataji Super Market,,,,supermarket,,,,,,,,,,,,,,,Sadashiv Dangat Nagar,,,,,,,,,,,Mo-Su 06:00-22:30,,,,,,,,,,,,,,,,,,,,,"Yashoda Residency, A Wing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Mataji Super Market,19,0,supermarket,13,Unknown,True,False,False,False,False,False,False,False,False
Aaimata Super Shopee,18.4600964,73.8266859,supermarket,2,0.4,,Aaimata Super Shopee,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,Aaimata Super Shopee,20,0,supermarket,13,Unknown,True,False,False,False,False,False,False,False,False
Joshi Upahar Gruha,18.5067125,73.8284664,restaurant,2,0.5,,Joshi Upahar Gruha,,,,,restaurant,,,,,,,,,,,,,,,जोशी उपाहारगृह,,,,,,,,,,Mo-Su 07:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Joshi Upahar Gruha,18,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Pahunchar Swayampak Ghar,18.4992194,73.8312585,restaurant,2,0.5,,Pahunchar Swayampak Ghar,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,Poli Bhaji Kendra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Pahunchar Swayampak Ghar,24,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
Anna Vada,18.4596955,73.8244636,restaurant,2,0.5,,Anna Vada,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Unknown,Anna Vada,9,1,restaurant,12,restaurant,False,False,False,False,False,False,False,True,False
